frameID,track_no,x,y,time
7,22,110.584,455.231,64
7,23,67.9064,506.184,64
7,24,361.986,576.852,64
7,25,16.8583,594.784,64
7,26,156.323,519.907,64
7,27,125.525,525.384,64
7,28,561.727,546.873,64
7,29,59.4265,218.028,64
7,30,83.753,522.114,64
7,31,46.4948,51.9718,64
7,32,784.719,525.91,64
7,33,384.545,553.161,64
7,34,541.417,576.653,64
7,35,58.8057,321.54,64
7,36,250.301,577.867,64
7,37,742.771,509.175,64
7,38,432.314,578.803,64
7,39,590.089,586.659,64
7,40,33.8836,196.822,64
7,41,795.993,420.414,64
7,42,18.7184,106.794,64
7,43,34.8053,91.4031,64
7,44,435.134,558.11,64
7,45,73.2556,575.584,64
7,46,220.072,530.772,64
7,47,225.21,578.504,64
7,48,114.169,355.084,64
7,49,194.034,551.144,64
7,50,124.145,396.32,64
7,51,14.2553,567.791,64
7,52,58.3907,22.0292,64
7,53,222.873,503.022,64
7,54,316.069,559.077,64
7,55,178.797,462.963,64
7,56,146.869,399.881,64
7,57,137.872,366.625,64
7,58,59.8748,115.869,64
7,59,79.1293,405.175,64
7,60,96.1281,348.909,64
7,61,41.5217,603.232,64
7,62,481.523,84.0023,64
7,63,47.076,547.485,64
7,64,8.8307,398.029,64
7,66,71.9129,246.28,64
7,67,154.782,434.108,64
7,69,696.886,548.797,64
7,70,253.68,498.56,64
7,71,734.243,553.884,64
8,0,761.847,591.705,72
8,1,713.427,562.807,72
8,2,776.522,474.433,72
8,3,73.7767,333.214,72
8,4,203.373,575.721,72
8,5,697.56,570.125,72
8,6,249.081,533.82,72
8,7,44.0178,464.679,72
8,8,65.4669,551.405,72
8,9,41.2746,507.747,72
8,10,673.729,560.16,72
8,11,159.963,568.628,72
8,12,300.621,536.43,72
8,13,9.66499,460.036,72
8,14,637.391,542.947,72
8,15,568.014,576.958,72
8,16,88.2851,431.359,72
8,17,740.839,490.102,72
8,18,774.214,570.117,72
8,19,126.145,508.269,72
8,20,718.637,580.807,72
8,21,27.3297,182.263,72
8,22,110.318,455.48,72
8,23,68.0036,503.279,72
8,24,361.092,577.717,72
8,25,15.48,592.011,72
8,26,156.472,521.488,72
8,27,124.738,526.123,72
8,28,561.223,544.537,72
8,29,61.613,218.521,72
8,30,85.195,519.801,72
8,31,46.4958,51.3143,72
8,32,782.905,524.983,72
8,33,383.334,551.555,72
8,34,542.115,574.325,72
8,35,59.2003,320.238,72
8,36,250.261,578.758,72
8,37,739.946,510.984,72
8,38,431.602,576.134,72
8,39,589.118,583.687,72
8,40,35.6047,198.68,72
8,41,794.639,419.088,72
8,42,19.5646,107.191,72
8,43,36.3592,91.0811,72
8,44,434.909,555.331,72
8,45,70.8017,576.678,72
8,46,220.276,529.815,72
8,47,226.725,578.727,72
8,48,116.028,352.792,72
8,49,195.641,553.693,72
8,50,123.585,395.562,72
8,51,13.1686,565.583,72
8,52,58.2919,22.993,72
8,53,223.831,503.065,72
8,54,316.492,557.441,72
8,55,180.648,460.212,72
8,56,149.006,398.193,72
8,57,139.248,366.008,72
8,58,62.942,115.091,72
8,59,80.553,403.181,72
8,60,98.0394,346.95,72
8,62,481.2,84.3285,72
8,63,46.6017,545.007,72
8,64,9.91283,398.9,72
8,66,75.5582,246.083,72
8,67,155.808,432.641,72
8,69,695.418,550.552,72
8,70,256.157,498.101,72
8,71,734.607,555.263,72
9,0,766.062,594.935,80
9,1,712.687,562.289,80
9,2,773.837,473.251,80
9,3,73.5476,332.35,80
9,4,204.458,574.045,80
9,5,698.213,569.832,80
9,6,248.644,533.112,80
9,7,42.9124,462.77,80
9,8,64.0054,549.643,80
9,9,42.4859,506.093,80
9,10,674.97,561.352,80
9,11,159.796,568.613,80
9,12,301.756,534.575,80
9,13,9.32365,458.233,80
9,14,636.938,541.06,80
9,15,567.787,574.848,80
9,16,88.3033,430.929,80
9,17,739.984,487.491,80
9,18,778.655,572.512,80
9,19,125.555,507.766,80
9,20,718.743,581.713,80
9,21,27.2234,182.11,80
9,22,112.159,455.387,80
9,23,68.0447,501.872,80
9,24,361.493,575.904,80
9,25,13.2986,579.711,80
9,26,158.389,522.119,80
9,27,124.548,525.358,80
9,28,562.185,541.751,80
9,29,61.9384,216.819,80
9,30,85.498,517.677,80
9,31,49.5182,51.5764,80
9,32,782.029,522.527,80
9,33,383.965,548.958,80
9,34,541.285,571.751,80
9,35,59.8709,317.92,80
9,36,252.573,578.134,80
9,37,738.236,512.989,80
9,38,430.933,573.847,80
9,39,587.96,580.64,80
9,40,35.8834,197.925,80
9,41,795.241,417.631,80
9,42,21.9924,107.218,80
9,43,40.3173,90.6085,80
9,44,435.612,553.115,80
9,45,67.8883,575.295,80
9,46,223.002,528.924,80
9,47,228.082,578.224,80
9,48,116.896,351.388,80
9,49,198.557,556.909,80
9,50,125.106,394.62,80
9,51,12.5363,562.279,80
9,52,60.0556,23.3326,80
9,53,225.081,502.472,80
9,54,316.765,557.578,80
9,55,182.665,459.359,80
9,56,153.669,396.181,80
9,57,141.778,364.094,80
9,58,65.5502,114.682,80
9,59,80.3237,401.311,80
9,60,98.1926,345.92,80
9,62,481.799,84.835,80
9,63,45.7505,544.123,80
9,64,10.1481,398.207,80
9,66,81.6331,236.689,80
9,67,158.663,432.173,80
9,69,696.821,551.076,80
9,70,259.043,495.649,80
9,71,736.486,555.931,80
10,0,762.343,593.871,88
10,1,713.245,559.819,88
10,2,773.981,473.429,88
10,3,75.0984,329.48,88
10,4,201.069,571.97,88
10,5,699.138,567.926,88
10,6,246.817,532.551,88
10,7,43.4201,460.239,88
10,8,57.9995,548.09,88
10,9,43.7955,501.933,88
10,10,674.998,559.198,88
10,11,157.131,567.769,88
10,12,299.744,531.59,88
10,13,10.5009,455.925,88
10,14,636.1,538.484,88
10,15,568.58,573.003,88
10,16,89.0137,431.495,88
10,17,738.43,485.607,88
10,18,776.824,572.376,88
10,19,126.383,507.365,88
10,20,720.567,582.158,88
10,21,27.1459,181.706,88
10,22,114.865,456.927,88
10,23,68.7613,500.059,88
10,24,361.821,577.347,88
10,25,13.777,580.849,88
10,26,158.849,522.349,88
10,27,124.275,524.698,88
10,28,562.498,540.682,88
10,29,63.493,214.136,88
10,30,85.4536,514.485,88
10,31,53.7659,50.7263,88
10,32,781.792,520.734,88
10,33,384.386,548.746,88
10,34,541.945,570.081,88
10,35,63.3056,318.488,88
10,36,251.836,576.832,88
10,37,737.184,510.115,88
10,38,429.831,573.538,88
10,39,586.882,578.984,88
10,40,37.0427,195.347,88
10,41,792.68,416.36,88
10,42,22.1884,107.513,88
10,43,41.922,91.3693,88
10,44,435.236,552.827,88
10,45,65.7635,578.05,88
10,46,219.948,527.802,88
10,47,225.361,577.35,88
10,48,119.83,351.365,88
10,49,194.982,556.032,88
10,50,127.353,394.397,88
10,51,12.8354,562.746,88
10,52,64.3316,21.9944,88
10,53,228.75,503.026,88
10,54,316.667,554.194,88
10,55,184.279,459.601,88
10,56,153.567,397.086,88
10,57,143.965,364.736,88
10,58,67.8506,114.106,88
10,59,83.6658,401.768,88
10,60,99.7252,346.251,88
10,62,482.942,83.3535,88
10,63,43.4687,543.974,88
10,64,11.4885,395.062,88
10,66,82.8331,236.631,88
10,67,158.511,431.875,88
10,69,698.064,547.788,88
10,70,261.374,493.444,88
10,71,735.953,553.536,88
11,0,759.328,592.588,96
11,1,713.061,559.997,96
11,2,775.37,470.366,96
11,3,76.2931,328.171,96
11,4,202.458,572.542,96
11,5,698.787,567.123,96
11,6,247.954,529.475,96
11,7,44.5886,460.951,96
11,8,58.6272,547.023,96
11,9,44.8245,501.693,96
11,10,674.526,557.747,96
11,11,156.084,568.561,96
11,12,299.987,530.765,96
11,13,14.2663,459.19,96
11,14,634.825,538.565,96
11,15,569.121,569.939,96
11,16,88.1427,430.514,96
11,17,737.984,483.08,96
11,18,773.478,569.589,96
11,19,123.802,508.28,96
11,20,719.463,582.37,96
11,21,28.9711,181.21,96
11,22,112.868,455.846,96
11,23,69.2195,500.264,96
11,24,359.784,576.949,96
11,25,13.2331,580.286,96
11,26,160.601,522.569,96
11,27,123.332,525.897,96
11,28,564.043,536.551,96
11,29,64.4828,212.173,96
11,30,84.987,514.059,96
11,31,55.4497,50.3713,96
11,32,781.877,518.146,96
11,33,385.853,546.102,96
11,34,539.147,568.04,96
11,35,64.6973,316.465,96
11,36,251.837,577.156,96
11,37,736.41,507.888,96
11,38,430.102,574.825,96
11,39,586.441,576.35,96
11,40,37.8188,193.444,96
11,41,791.762,414.773,96
11,42,23.045,109.012,96
11,43,43.6006,90.9005,96
11,44,436.012,552.131,96
11,45,66.2753,577.105,96
11,46,218.111,524.514,96
11,47,223.865,575.352,96
11,48,121.162,352.167,96
11,49,192.85,554.801,96
11,50,128.68,390.882,96
11,51,12.7512,561.801,96
11,52,66.7195,21.509,96
11,53,229.376,500.604,96
11,54,317.742,552.308,96
11,55,184.902,460.271,96
11,56,150.481,393.068,96
11,57,144.65,362.146,96
11,58,70.1632,115.913,96
11,59,81.6745,400.538,96
11,60,101.926,346.292,96
11,62,484.02,83.54,96
11,63,46.7489,546.266,96
11,64,13.3236,395.849,96
11,66,85.2862,236.17,96
11,67,157.933,429.118,96
11,69,699.054,547.897,96
11,70,263.173,491.324,96
11,71,734.922,551.31,96
12,0,759.793,588.318,104
12,1,711.702,558.664,104
12,2,774.157,465.854,104
12,3,76.8236,329.431,104
12,4,200.875,567.651,104
12,5,698.701,565.711,104
12,6,249.669,529.215,104
12,7,44.0518,460.014,104
12,8,55.2925,546.442,104
12,9,42.9889,501.329,104
12,10,674.18,555.552,104
12,11,153.875,569.037,104
12,12,295.96,533.549,104
12,13,16.1838,458.427,104
12,14,633.449,536.723,104
12,15,567.678,567.709,104
12,16,89.0371,429.174,104
12,17,735.711,479.927,104
12,18,773.746,565.238,104
12,19,122.735,509.521,104
12,20,718.157,582.551,104
12,21,29.4887,179.408,104
12,22,112.037,455.204,104
12,23,69.8425,498.593,104
12,24,358.121,571.733,104
12,25,4.63385,578.154,104
12,26,159.495,519.88,104
12,27,122.397,526.153,104
12,28,561.057,537.217,104
12,29,63.8617,209.927,104
12,30,82.3029,514.011,104
12,31,56.426,49.4413,104
12,32,778.888,515.719,104
12,33,385.661,542.738,104
12,34,539.42,567.572,104
12,35,66.9953,318.126,104
12,36,250.318,569.547,104
12,37,734.807,505.564,104
12,38,428.446,573.838,104
12,39,586.159,574.976,104
12,40,38.3406,191.674,104
12,41,790.722,415.952,104
12,42,24.2278,109.071,104
12,43,43.0766,90.2279,104
12,44,435.879,552.229,104
12,45,66.5588,577.143,104
12,46,216.469,521.09,104
12,47,222.031,570.253,104
12,48,120.907,349.27,104
12,49,190.295,550.241,104
12,50,129.557,392.192,104
12,51,6.29707,561.519,104
12,52,68.451,21.7695,104
12,53,230.163,500.321,104
12,54,317.671,549.387,104
12,55,183.302,455.334,104
12,56,151.902,390.487,104
12,57,145.801,360.323,104
12,58,72.5134,114.555,104
12,59,87.5118,401.349,104
12,60,102.943,346.388,104
12,62,482.703,83.2139,104
12,63,43.1733,545.008,104
12,64,10.8593,396.081,104
12,66,84.8656,234.085,104
12,67,156.475,426.901,104
12,69,698.989,547.411,104
12,70,261.892,488.91,104
12,71,732.053,547.587,104
13,0,761.433,588.714,112
13,1,713.332,558.615,112
13,2,773.976,463.853,112
13,3,77.8291,327.892,112
13,4,203.039,566.077,112
13,5,701.593,565.736,112
13,6,253.892,527.073,112
13,7,44.2391,459.631,112
13,8,54.7392,543.856,112
13,9,44.1853,500.353,112
13,10,677.475,555.65,112
13,11,155.112,567.973,112
13,12,297.415,531.926,112
13,13,16.9448,457.34,112
13,14,633.883,536.83,112
13,15,567.426,569.433,112
13,16,90.5989,428.587,112
13,17,734.568,478.413,112
13,18,773.34,565.531,112
13,19,124.731,509.577,112
13,20,721.269,583.501,112
13,21,31.5748,178.062,112
13,22,114.055,454.381,112
13,23,71.0381,498.763,112
13,24,359.672,567.997,112
13,25,3.22402,579.389,112
13,26,163.169,517.801,112
13,27,125.008,529.482,112
13,28,562.44,537.882,112
13,29,64.616,208.245,112
13,30,85.033,516.147,112
13,31,58.0921,49.4728,112
13,32,777.368,516.972,112
13,33,387.398,540.205,112
13,34,537.068,567.017,112
13,35,67.9737,316.617,112
13,36,254.404,568.773,112
13,37,735.673,503.765,112
13,38,426.005,571.815,112
13,39,585.858,576.048,112
13,40,40.596,190.423,112
13,41,784.157,418.606,112
13,42,25.0031,106.914,112
13,43,44.4032,90.771,112
